energy_id,facility_id,timestamp,electricity_usage,water_usage,hvac_usage,lighting_usage,equipment_usage,other_usage,outdoor_temp_c,occupancy_pct,is_anomaly,anomaly_score
2283,4,2026-08-06T02:00:00,292.86,18.02,158.9,7.65,149.45,39.55,29.9,69.4,0,0.0
2284,4,2026-08-06T03:00:00,305.86,18.22,129.3,10.11,126.6,33.63,28.5,81.3,0,0.0
2285,4,2026-08-06T04:00:00,302.62,17.5,157.34,7.95,127.72,37.9,30.3,82.8,0,0.0
2286,4,2026-08-06T05:00:00,275.63,15.16,154.04,10.26,118.33,34.72,30.7,86.8,0,0.0
2287,4,2026-08-06T06:00:00,337.17,19.37,175.43,11.64,161.85,49.95,31.0,97.7,0,0.0
2288,4,2026-08-06T07:00:00,388.77,19.85,211.32,11.72,166.1,48.58,33.2,98.5,0,0.0
2289,4,2026-08-06T08:00:00,366.28,20.3,193.88,10.45,158.45,49.83,32.3,94.6,0,0.0
2290,4,2026-08-06T09:00:00,344.25,19.2,191.35,11.47,161.96,42.02,33.6,100.0,0,0.0
2291,4,2026-08-06T10:00:00,334.02,16.21,189.99,9.88,149.85,48.41,33.3,99.6,0,0.0
2292,4,2026-08-06T11:00:00,314.85,17.64,207.68,10.06,153.49,42.87,35.0,98.5,0,0.0
2293,4,2026-08-06T12:00:00,354.24,19.15,233.69,9.31,132.53,41.54,33.7,93.0,0,0.0
2294,4,2026-08-06T13:00:00,361.9,51.75,173.1,8.56,142.63,37.61,34.7,92.4,1,0.5686
2295,4,2026-08-06T14:00:00,311.35,19.92,181.51,8.1,117.67,38.77,32.0,84.2,0,0.0
2296,4,2026-08-06T15:00:00,331.7,15.09,157.87,9.7,116.33,37.12,33.1,83.1,0,0.0
2297,4,2026-08-06T16:00:00,288.38,13.99,160.66,9.12,132.48,37.18,31.0,82.5,0,0.0
2298,4,2026-08-06T17:00:00,442.37,13.95,297.12,8.27,106.01,30.96,30.9,67.6,1,0.5876
2299,4,2026-08-06T18:00:00,263.67,13.87,130.16,8.68,105.64,32.94,30.8,89.9,0,0.0
2300,4,2026-08-06T19:00:00,228.33,12.05,125.72,7.8,106.82,33.74,28.8,69.3,0,0.0
2301,4,2026-08-06T20:00:00,303.11,13.76,117.13,7.23,111.0,32.62,29.8,74.7,0,0.0
2302,4,2026-08-06T21:00:00,269.47,13.93,109.25,8.1,109.85,29.54,29.4,65.9,0,0.0
2303,4,2026-08-06T22:00:00,277.31,12.39,123.55,8.48,119.77,32.24,27.7,76.4,0,0.0
2304,4,2026-08-06T23:00:00,320.55,12.95,129.13,7.17,119.44,34.62,28.3,70.4,0,0.0
2305,4,2026-08-07T00:00:00,305.85,15.04,134.19,7.51,131.45,41.2,28.7,86.9,0,0.0
2306,4,2026-08-07T01:00:00,267.4,16.43,119.14,10.02,117.07,37.3,25.8,82.5,0,0.0
2307,4,2026-08-07T02:00:00,314.43,15.81,125.65,8.2,113.78,39.34,28.2,82.2,0,0.0
2308,4,2026-08-07T03:00:00,345.6,17.89,152.05,7.98,129.01,38.6,28.9,79.0,0,0.0
2309,4,2026-08-07T04:00:00,301.62,16.86,140.45,8.66,114.29,43.82,29.7,77.5,0,0.0
2310,4,2026-08-07T05:00:00,293.51,14.56,139.67,9.6,104.35,32.4,30.2,74.5,0,0.0
2311,4,2026-08-07T06:00:00,346.79,21.39,183.87,10.13,142.46,35.5,30.6,99.9,0,0.0
2312,4,2026-08-07T07:00:00,366.42,19.65,183.1,10.4,151.59,47.79,31.6,100.0,0,0.0
2313,4,2026-08-07T08:00:00,412.72,21.42,209.09,12.2,152.2,41.14,33.6,95.0,0,0.0
2314,4,2026-08-07T09:00:00,371.92,19.91,216.74,11.03,155.71,44.2,34.6,100.0,1,0.5666
2315,4,2026-08-07T10:00:00,344.37,18.24,217.79,9.61,176.96,43.3,33.4,100.0,1,0.576
2316,4,2026-08-07T11:00:00,370.84,19.39,208.44,10.39,144.66,39.4,34.0,94.9,0,0.0
2317,4,2026-08-07T12:00:00,406.01,17.47,186.56,10.21,131.48,40.18,33.1,99.1,0,0.0
2318,4,2026-08-07T13:00:00,380.31,17.92,179.59,9.16,150.12,40.41,33.2,86.1,0,0.0
2319,4,2026-08-07T14:00:00,320.8,16.94,202.77,9.69,140.12,40.46,32.5,84.2,0,0.0
2320,4,2026-08-07T15:00:00,297.24,15.33,191.14,10.11,140.49,29.62,33.4,77.4,0,0.0
2321,4,2026-08-07T16:00:00,263.34,15.54,149.41,8.73,128.48,33.01,32.2,82.8,0,0.0
2322,4,2026-08-07T17:00:00,283.24,16.06,159.66,7.91,107.91,34.41,32.1,67.1,0,0.0
2323,4,2026-08-07T18:00:00,217.63,13.45,138.21,7.47,111.57,32.92,30.0,79.9,0,0.0
2324,4,2026-08-07T19:00:00,318.32,13.69,109.84,7.85,109.46,35.29,28.6,72.4,0,0.0
2325,4,2026-08-07T20:00:00,278.24,14.92,127.99,7.66,93.88,32.32,29.0,66.9,0,0.0
2326,4,2026-08-07T21:00:00,277.16,12.62,127.8,6.94,105.19,30.74,29.6,70.2,0,0.0
2327,4,2026-08-07T22:00:00,277.2,16.47,130.26,6.77,103.16,32.3,27.6,78.7,0,0.0
2328,4,2026-08-07T23:00:00,710.91,13.35,128.21,7.37,123.48,33.82,28.2,76.1,1,0.6133
2329,4,2026-08-08T00:00:00,307.95,13.43,121.85,8.02,103.24,34.61,27.3,70.9,0,0.0
2330,4,2026-08-08T01:00:00,302.35,15.72,147.22,8.7,112.87,36.47,28.7,84.9,0,0.0
2331,4,2026-08-08T02:00:00,302.81,16.01,132.34,8.56,130.57,36.56,29.0,71.9,0,0.0
2332,4,2026-08-08T03:00:00,284.0,14.7,144.87,9.92,111.0,36.83,29.7,87.4,0,0.0
2333,4,2026-08-08T04:00:00,300.44,16.07,146.12,8.84,128.89,37.02,30.4,79.3,0,0.0
2334,4,2026-08-08T05:00:00,351.61,14.26,149.01,8.93,122.53,37.69,30.3,73.9,0,0.0
2335,4,2026-08-08T06:00:00,420.78,39.31,200.31,11.6,151.36,45.0,32.3,96.6,1,0.5923
2336,4,2026-08-08T07:00:00,343.33,17.56,195.66,13.25,150.52,45.2,32.9,99.3,1,0.5733
2337,4,2026-08-08T08:00:00,391.19,21.68,232.61,12.02,149.36,40.03,32.7,94.1,1,0.5796
2338,4,2026-08-08T09:00:00,350.77,18.8,218.73,12.88,140.47,45.7,33.4,100.0,1,0.5894
2339,4,2026-08-08T10:00:00,337.39,19.46,227.27,9.94,118.12,34.56,35.3,92.4,1,0.5761
2340,4,2026-08-08T11:00:00,367.97,17.86,200.58,9.41,134.45,43.06,34.4,88.0,0,0.0
2341,4,2026-08-08T12:00:00,336.44,17.06,218.1,10.85,157.96,41.44,34.3,94.1,1,0.5761
2342,4,2026-08-08T13:00:00,329.82,19.86,165.15,10.95,136.0,44.54,32.5,93.6,0,0.0
2343,4,2026-08-08T14:00:00,339.74,17.11,185.35,8.96,136.55,43.0,35.6,80.8,0,0.0
2344,4,2026-08-08T15:00:00,317.36,14.05,150.09,9.73,117.73,40.26,30.5,75.4,0,0.0
2345,4,2026-08-08T16:00:00,282.94,15.98,155.38,9.22,126.44,39.19,31.5,80.6,0,0.0
2346,4,2026-08-08T17:00:00,297.03,15.67,149.69,7.65,106.03,35.42,30.6,72.1,0,0.0
2347,4,2026-08-08T18:00:00,306.36,14.57,138.11,7.93,123.96,36.06,29.5,74.8,0,0.0
2348,4,2026-08-08T19:00:00,270.08,13.35,132.14,7.72,115.8,38.12,30.2,73.9,0,0.0
2349,4,2026-08-08T20:00:00,271.0,14.43,127.75,8.86,103.31,28.58,29.4,68.6,0,0.0
2350,4,2026-08-08T21:00:00,249.84,14.16,111.43,7.18,113.15,33.69,27.8,71.2,0,0.0
2351,4,2026-08-08T22:00:00,307.72,14.53,136.6,8.03,116.21,34.09,28.8,74.8,0,0.0
2352,4,2026-08-08T23:00:00,269.31,13.66,129.93,7.59,120.47,37.47,29.2,62.6,0,0.0
2353,4,2026-08-09T00:00:00,312.79,16.65,164.78,9.17,100.45,43.3,29.1,76.2,1,0.561
2354,4,2026-08-09T01:00:00,288.04,16.29,118.37,7.53,129.28,33.04,28.0,77.6,1,0.5583
2355,4,2026-08-09T02:00:00,252.0,15.52,149.17,9.28,118.24,34.01,28.1,78.5,0,0.0
2356,4,2026-08-09T03:00:00,282.33,19.14,145.5,8.31,108.44,37.79,28.7,82.5,0,0.0
2357,4,2026-08-09T04:00:00,281.48,14.81,146.47,8.65,118.63,37.32,30.3,89.1,0,0.0
2358,4,2026-08-09T05:00:00,319.25,16.09,152.95,8.75,132.2,33.65,31.5,73.5,0,0.0
2359,4,2026-08-09T06:00:00,354.77,20.71,165.85,12.99,141.38,53.17,32.3,100.0,1,0.5827
2360,4,2026-08-09T07:00:00,367.77,21.24,192.8,8.82,131.73,45.27,32.2,100.0,1,0.5612
2361,4,2026-08-09T08:00:00,373.42,22.07,204.15,11.67,156.12,44.31,32.0,100.0,1,0.5716
2362,4,2026-08-09T09:00:00,388.28,18.63,211.97,10.34,146.7,53.36,34.2,95.3,1,0.5832
2363,4,2026-08-09T10:00:00,359.27,15.96,178.72,10.16,150.42,42.19,33.2,93.3,0,0.0
2364,4,2026-08-09T11:00:00,382.42,19.77,190.2,9.43,134.9,45.82,32.7,98.2,0,0.0
2365,4,2026-08-09T12:00:00,321.29,20.74,186.24,9.43,118.37,39.86,34.7,96.5,1,0.5638
2366,4,2026-08-09T13:00:00,266.69,17.2,177.25,8.35,136.58,40.27,33.8,98.7,1,0.5765
2367,4,2026-08-09T14:00:00,311.84,17.07,188.06,9.46,121.99,40.13,33.1,82.8,0,0.0
2368,4,2026-08-09T15:00:00,271.47,16.21,157.27,8.48,133.35,37.2,32.0,84.3,0,0.0
2369,4,2026-08-09T16:00:00,289.81,12.48,156.21,9.11,125.88,31.63,31.3,84.5,0,0.0
2370,4,2026-08-09T17:00:00,268.38,14.06,153.54,7.74,111.44,31.79,30.5,73.4,0,0.0
2371,4,2026-08-09T18:00:00,282.81,14.38,139.71,7.96,109.4,31.61,30.4,73.5,0,0.0
2372,4,2026-08-09T19:00:00,254.67,14.12,144.11,8.97,103.9,31.19,29.4,69.0,0,0.0
2373,4,2026-08-09T20:00:00,242.03,14.78,127.8,6.59,103.22,29.2,27.6,78.9,0,0.0
2374,4,2026-08-09T21:00:00,285.25,14.71,117.24,7.4,117.01,32.55,30.0,71.7,0,0.0
2375,4,2026-08-09T22:00:00,252.23,16.18,123.52,8.87,115.37,37.38,27.8,71.7,0,0.0
2376,4,2026-08-09T23:00:00,292.31,16.01,120.97,8.27,129.88,27.28,28.1,73.9,0,0.0
2377,4,2026-08-10T00:00:00,297.11,16.31,115.23,9.02,115.39,35.4,28.7,82.8,0,0.0
2378,4,2026-08-10T01:00:00,283.0,16.79,124.87,7.92,126.89,36.69,28.4,78.6,0,0.0
2379,4,2026-08-10T02:00:00,310.46,16.21,145.44,9.41,135.56,32.1,27.5,83.5,0,0.0
2380,4,2026-08-10T03:00:00,314.92,16.04,151.85,9.5,143.79,37.04,29.0,79.3,0,0.0
2381,4,2026-08-10T04:00:00,313.47,14.3,119.76,8.7,110.11,42.52,31.3,76.4,0,0.0
2382,4,2026-08-10T05:00:00,247.65,17.35,152.64,9.55,117.14,35.61,31.4,78.8,0,0.0
2383,4,2026-08-10T06:00:00,334.45,18.72,188.05,10.35,135.65,42.92,33.6,100.0,0,0.0
2384,4,2026-08-10T07:00:00,355.43,16.57,196.5,10.93,149.65,46.01,32.5,98.7,0,0.0
2385,4,2026-08-10T08:00:00,426.36,19.04,213.67,11.71,159.09,50.23,32.7,100.0,1,0.5678
2386,4,2026-08-10T09:00:00,374.46,19.16,217.67,11.32,133.2,50.61,34.0,93.3,1,0.5633
2387,4,2026-08-10T10:00:00,399.41,20.61,199.26,10.04,144.11,46.48,35.2,98.0,0,0.0
2388,4,2026-08-10T11:00:00,334.71,17.61,207.78,10.27,163.37,49.38,33.5,94.3,1,0.5606
2389,4,2026-08-10T12:00:00,382.61,20.47,209.18,9.43,130.95,42.44,33.4,84.8,0,0.0
2390,4,2026-08-10T13:00:00,350.49,19.44,215.18,11.35,138.78,37.28,34.3,87.2,0,0.0
2391,4,2026-08-10T14:00:00,351.5,17.36,186.72,9.72,126.11,38.53,32.5,77.3,0,0.0
2392,4,2026-08-10T15:00:00,343.59,14.19,127.05,9.33,101.86,40.23,32.3,80.1,0,0.0
2393,4,2026-08-10T16:00:00,273.63,14.29,142.59,8.71,119.26,38.3,31.6,73.3,0,0.0
2394,4,2026-08-10T17:00:00,274.64,14.52,142.06,8.33,114.05,30.77,32.4,72.7,0,0.0
2395,4,2026-08-10T18:00:00,280.71,15.19,145.66,7.95,104.7,30.13,30.3,73.9,0,0.0
2396,4,2026-08-10T19:00:00,262.13,15.78,119.82,7.67,100.39,34.28,30.0,67.5,0,0.0
2397,4,2026-08-10T20:00:00,265.28,14.8,125.26,7.77,99.4,27.55,29.2,68.8,0,0.0
2398,4,2026-08-10T21:00:00,228.56,14.68,128.01,7.84,102.3,33.7,28.8,72.4,0,0.0
2399,4,2026-08-10T22:00:00,292.2,14.36,109.63,7.85,110.25,34.72,27.9,63.0,0,0.0
2400,4,2026-08-10T23:00:00,304.74,15.91,116.78,8.54,113.9,33.43,28.1,74.7,0,0.0
2401,4,2026-08-11T00:00:00,305.89,18.87,144.6,10.17,114.77,37.95,28.0,82.8,0,0.0
2402,4,2026-08-11T01:00:00,297.26,15.47,130.65,7.73,106.24,38.2,28.0,94.1,0,0.0
2403,4,2026-08-11T02:00:00,284.65,15.31,139.4,9.72,112.64,40.48,28.8,82.8,0,0.0
2404,4,2026-08-11T03:00:00,276.14,16.77,154.55,7.92,126.74,40.54,27.9,79.6,0,0.0
2405,4,2026-08-11T04:00:00,318.66,15.27,140.99,8.7,130.93,33.73,30.6,86.8,0,0.0
2406,4,2026-08-11T05:00:00,275.69,17.65,154.15,8.78,115.53,40.48,30.8,78.1,0,0.0
2407,4,2026-08-11T06:00:00,316.47,23.04,173.29,10.0,170.51,50.81,30.8,98.0,0,0.0
2408,4,2026-08-11T07:00:00,395.12,19.61,217.2,9.71,162.32,36.0,32.3,96.9,0,0.0
2409,4,2026-08-11T08:00:00,408.39,19.23,221.55,10.28,155.92,46.67,33.5,100.0,1,0.5597
2410,4,2026-08-11T09:00:00,390.41,22.8,186.69,11.27,131.69,45.01,32.5,97.9,0,0.0
2411,4,2026-08-11T10:00:00,343.55,21.36,201.95,9.51,153.16,45.13,34.7,95.4,0,0.0
2412,4,2026-08-11T11:00:00,331.64,18.84,179.37,11.13,150.41,41.67,32.7,97.4,0,0.0
2413,4,2026-08-11T12:00:00,334.52,17.08,216.11,10.4,138.72,40.57,33.7,89.7,0,0.0
2414,4,2026-08-11T13:00:00,350.82,17.67,169.33,9.74,142.12,44.21,31.9,89.0,0,0.0
2415,4,2026-08-11T14:00:00,308.08,18.36,180.72,9.19,145.01,44.06,33.2,80.9,0,0.0
2416,4,2026-08-11T15:00:00,324.79,14.06,172.05,7.46,131.44,34.47,33.1,79.1,0,0.0
2417,4,2026-08-11T16:00:00,280.99,15.67,151.23,8.31,112.7,34.83,30.1,75.4,0,0.0
2418,4,2026-08-11T17:00:00,453.02,15.28,309.87,8.51,96.39,38.25,29.4,77.1,1,0.58
2419,4,2026-08-11T18:00:00,312.48,13.8,129.69,7.76,114.89,30.31,29.8,73.2,0,0.0
2420,4,2026-08-11T19:00:00,282.84,15.5,114.34,8.0,102.68,36.67,29.0,74.8,0,0.0
2421,4,2026-08-11T20:00:00,246.07,14.1,135.16,6.85,103.33,30.24,29.3,67.8,0,0.0
2422,4,2026-08-11T21:00:00,251.5,13.01,107.39,7.7,105.17,29.72,27.3,74.1,0,0.0
2423,4,2026-08-11T22:00:00,272.68,14.58,123.72,8.05,110.36,32.06,26.9,72.3,0,0.0
2424,4,2026-08-11T23:00:00,305.46,14.63,138.03,8.79,112.02,36.85,27.8,67.8,0,0.0
2425,4,2026-08-12T00:00:00,291.11,15.54,151.02,8.36,108.07,39.76,26.4,72.8,0,0.0
2426,4,2026-08-12T01:00:00,328.04,16.06,164.57,9.02,131.45,35.56,29.2,70.5,0,0.0
2427,4,2026-08-12T02:00:00,275.97,14.32,130.2,8.54,123.98,39.11,27.2,85.0,0,0.0
2428,4,2026-08-12T03:00:00,293.26,16.42,119.24,8.68,113.97,42.22,29.7,73.5,0,0.0
2429,4,2026-08-12T04:00:00,325.18,16.8,141.1,9.54,111.52,36.53,30.0,76.5,0,0.0
2430,4,2026-08-12T05:00:00,300.46,16.59,169.72,8.87,121.99,39.34,31.4,87.9,0,0.0
2431,4,2026-08-12T06:00:00,359.96,18.46,191.24,10.99,154.76,44.66,31.9,96.8,0,0.0
2432,4,2026-08-12T07:00:00,387.66,21.15,174.57,9.86,152.88,47.02,32.5,96.0,0,0.0
2433,4,2026-08-12T08:00:00,459.8,21.31,203.37,11.21,175.41,51.09,32.0,97.8,1,0.5778
2434,4,2026-08-12T09:00:00,329.83,19.04,232.09,10.73,155.99,41.9,32.9,98.3,1,0.5671
2435,4,2026-08-12T10:00:00,416.66,17.53,204.69,9.62,148.32,38.3,33.0,100.0,0,0.0
2436,4,2026-08-12T11:00:00,338.94,21.63,210.23,11.45,138.78,43.58,33.0,100.0,0,0.0
2437,4,2026-08-12T12:00:00,379.48,17.43,193.61,10.01,141.18,43.31,33.4,84.5,0,0.0
2438,4,2026-08-12T13:00:00,1048.93,16.72,149.59,10.54,125.74,41.09,32.7,83.0,1,0.5964
2439,4,2026-08-12T14:00:00,372.14,15.92,164.15,8.92,142.18,37.91,31.6,81.9,0,0.0
2440,4,2026-08-12T15:00:00,304.67,16.0,151.78,9.11,119.4,31.04,30.2,77.0,0,0.0
2441,4,2026-08-12T16:00:00,265.75,16.81,148.97,8.94,133.39,35.56,30.9,75.6,0,0.0
2442,4,2026-08-12T17:00:00,313.09,15.08,120.37,7.6,123.1,34.82,30.0,78.4,0,0.0
2443,4,2026-08-12T18:00:00,290.05,12.9,131.89,8.21,108.95,29.43,29.3,70.0,0,0.0
2444,4,2026-08-12T19:00:00,256.23,14.66,142.89,7.36,98.93,29.16,30.0,80.9,0,0.0
2445,4,2026-08-12T20:00:00,260.89,11.88,113.2,8.14,93.97,33.11,28.8,68.6,0,0.0
2446,4,2026-08-12T21:00:00,250.35,14.64,107.02,7.88,117.87,33.15,28.3,67.4,0,0.0
2447,4,2026-08-12T22:00:00,870.8,13.82,136.31,7.9,108.58,29.88,26.9,76.2,1,0.6188
2448,4,2026-08-12T23:00:00,277.29,14.5,141.24,7.96,127.84,30.71,27.7,71.1,0,0.0
2449,4,2026-08-13T00:00:00,333.86,16.19,145.57,8.34,116.83,36.59,26.6,64.8,0,0.0
2450,4,2026-08-13T01:00:00,974.93,15.48,154.93,8.78,128.36,39.3,26.4,69.5,1,0.6259
2451,4,2026-08-13T02:00:00,292.93,15.86,144.08,9.75,117.97,41.52,28.8,79.4,0,0.0
2452,4,2026-08-13T03:00:00,298.58,16.15,131.9,8.87,132.58,35.71,30.1,80.6,0,0.0
2453,4,2026-08-13T04:00:00,320.74,15.41,156.64,9.2,116.62,37.26,30.3,75.4,0,0.0
2454,4,2026-08-13T05:00:00,316.41,15.08,133.85,9.04,128.01,40.32,29.1,82.0,0,0.0
2455,4,2026-08-13T06:00:00,422.07,17.04,209.54,11.24,149.0,40.32,31.5,89.7,0,0.0
2456,4,2026-08-13T07:00:00,356.93,21.06,183.12,10.17,129.35,45.64,31.6,100.0,0,0.0
2457,4,2026-08-13T08:00:00,375.6,19.97,238.1,10.61,151.18,48.86,32.6,100.0,1,0.572
2458,4,2026-08-13T09:00:00,418.75,21.2,214.52,9.61,149.9,42.73,32.5,90.2,0,0.0
2459,4,2026-08-13T10:00:00,382.06,22.1,181.84,10.53,142.69,46.36,33.2,97.5,0,0.0
2460,4,2026-08-13T11:00:00,352.72,19.35,198.75,9.75,130.1,45.04,34.2,100.0,0,0.0
2461,4,2026-08-13T12:00:00,380.11,17.58,181.66,10.03,144.09,46.01,34.5,98.2,0,0.0
2462,4,2026-08-13T13:00:00,372.4,18.55,162.67,10.19,123.54,44.69,33.0,90.8,0,0.0
2463,4,2026-08-13T14:00:00,328.99,18.18,166.92,8.54,129.58,36.69,32.6,82.8,0,0.0
2464,4,2026-08-13T15:00:00,301.18,17.64,156.91,8.83,137.36,33.56,32.7,81.7,0,0.0
2465,4,2026-08-13T16:00:00,291.28,15.8,136.92,8.99,113.41,36.03,31.1,68.0,0,0.0
2466,4,2026-08-13T17:00:00,298.48,14.51,143.56,8.72,107.78,38.11,29.8,70.7,0,0.0
2467,4,2026-08-13T18:00:00,285.94,14.65,133.54,8.53,114.91,34.37,29.4,77.4,0,0.0
2468,4,2026-08-13T19:00:00,226.17,11.87,125.2,8.58,98.55,33.82,30.7,73.7,0,0.0
2469,4,2026-08-13T20:00:00,275.94,14.27,115.56,8.1,109.09,30.74,29.1,76.0,0,0.0
2470,4,2026-08-13T21:00:00,275.4,12.99,115.44,7.97,113.21,35.94,28.3,77.6,0,0.0
2471,4,2026-08-13T22:00:00,279.09,15.06,132.05,7.3,111.64,32.11,27.7,74.0,0,0.0
2472,4,2026-08-13T23:00:00,292.61,15.41,136.86,6.91,117.74,32.39,29.7,73.7,0,0.0
2473,4,2026-08-14T00:00:00,296.7,15.82,128.15,9.44,126.26,37.28,27.2,83.6,0,0.0
2474,4,2026-08-14T01:00:00,291.33,16.8,132.56,8.23,122.9,32.71,27.4,85.1,0,0.0
2475,4,2026-08-14T02:00:00,329.11,16.36,144.67,9.63,115.83,37.25,28.2,81.5,0,0.0
2476,4,2026-08-14T03:00:00,248.54,16.46,146.69,7.8,100.79,37.82,29.8,76.4,0,0.0
2477,4,2026-08-14T04:00:00,288.7,17.91,125.84,7.88,110.17,40.56,28.8,84.2,0,0.0
2478,4,2026-08-14T05:00:00,302.82,16.6,170.21,7.97,131.89,42.78,32.9,72.4,0,0.0
2479,4,2026-08-14T06:00:00,388.72,19.97,218.71,11.49,144.08,33.94,31.0,100.0,0,0.0
2480,4,2026-08-14T07:00:00,408.27,21.68,189.68,11.47,115.94,44.95,32.2,100.0,0,0.0
2481,4,2026-08-14T08:00:00,390.67,16.61,204.47,12.12,141.69,49.64,32.1,100.0,0,0.0
2482,4,2026-08-14T09:00:00,339.95,18.16,206.21,11.67,164.83,50.03,33.3,99.1,1,0.5773
2483,4,2026-08-14T10:00:00,358.63,17.76,220.39,11.39,161.0,43.0,32.9,99.6,1,0.5588
2484,4,2026-08-14T11:00:00,315.66,19.85,196.86,11.72,136.53,43.96,32.3,91.8,0,0.0
2485,4,2026-08-14T12:00:00,337.88,17.71,187.52,9.72,126.83,42.95,32.8,99.3,0,0.0
2486,4,2026-08-14T13:00:00,316.0,21.17,176.31,10.15,139.25,43.72,34.0,91.4,0,0.0
2487,4,2026-08-14T14:00:00,286.0,17.02,182.69,9.65,122.14,39.84,32.9,86.3,0,0.0
2488,4,2026-08-14T15:00:00,268.53,14.66,168.2,8.72,109.61,43.56,31.6,78.4,0,0.0
2489,4,2026-08-14T16:00:00,300.5,15.97,158.19,8.98,121.06,34.55,33.1,86.0,0,0.0
2490,4,2026-08-14T17:00:00,272.29,15.53,129.65,8.53,112.2,29.67,30.0,69.9,0,0.0
2491,4,2026-08-14T18:00:00,309.79,12.98,135.97,7.49,114.21,28.86,30.6,74.1,0,0.0
2492,4,2026-08-14T19:00:00,248.15,13.31,118.48,8.17,110.05,33.04,27.8,68.8,0,0.0
2493,4,2026-08-14T20:00:00,254.29,13.8,133.69,7.18,103.06,25.63,28.2,78.1,0,0.0
2494,4,2026-08-14T21:00:00,273.13,14.44,127.77,8.19,110.27,31.22,29.2,72.5,0,0.0
2495,4,2026-08-14T22:00:00,245.84,13.29,124.35,7.45,98.05,37.46,27.9,73.8,0,0.0
2496,4,2026-08-14T23:00:00,298.13,15.54,132.11,9.61,104.01,36.35,27.8,62.5,0,0.0
2497,4,2026-08-15T00:00:00,346.79,15.49,143.08,8.01,120.09,37.85,27.4,80.7,0,0.0
2498,4,2026-08-15T01:00:00,339.96,43.87,160.73,8.74,129.87,40.62,26.9,79.0,1,0.5826
2499,4,2026-08-15T02:00:00,269.04,18.4,127.96,10.2,132.91,39.01,27.7,85.2,0,0.0
2500,4,2026-08-15T03:00:00,271.76,16.68,136.53,9.3,146.23,39.65,30.2,75.2,0,0.0
2501,4,2026-08-15T04:00:00,317.58,14.17,147.77,8.26,139.58,36.06,29.8,83.7,0,0.0
2502,4,2026-08-15T05:00:00,311.1,16.51,155.42,8.91,93.81,41.42,30.7,85.4,0,0.0
2503,4,2026-08-15T06:00:00,366.41,18.9,187.07,11.02,150.2,44.62,31.6,96.0,0,0.0
2504,4,2026-08-15T07:00:00,378.63,22.77,188.27,9.83,142.66,47.73,31.5,99.8,0,0.0
2505,4,2026-08-15T08:00:00,441.43,47.27,229.27,10.8,153.71,47.64,33.6,100.0,1,0.6234
2506,4,2026-08-15T09:00:00,358.58,19.42,207.95,10.8,158.79,39.21,32.7,100.0,1,0.5644
2507,4,2026-08-15T10:00:00,393.8,18.25,202.77,11.09,119.98,50.07,32.9,99.7,1,0.5655
2508,4,2026-08-15T11:00:00,436.47,19.11,175.74,11.53,152.4,42.86,32.9,93.7,1,0.5634
2509,4,2026-08-15T12:00:00,360.11,19.83,204.43,10.54,134.93,37.97,33.4,81.4,0,0.0
2510,4,2026-08-15T13:00:00,346.96,17.77,188.83,9.12,141.82,37.9,33.2,82.1,0,0.0
2511,4,2026-08-15T14:00:00,321.98,17.85,168.13,10.52,144.08,35.45,32.7,81.6,0,0.0
2512,4,2026-08-15T15:00:00,288.67,17.88,149.12,9.47,120.71,39.32,31.3,80.0,0,0.0
2513,4,2026-08-15T16:00:00,302.61,15.97,139.98,7.73,109.85,34.15,32.0,73.2,0,0.0
2514,4,2026-08-15T17:00:00,312.04,15.49,155.51,9.77,99.31,31.61,29.6,75.8,0,0.0
2515,4,2026-08-15T18:00:00,297.31,14.41,145.95,8.02,111.32,35.26,30.5,73.1,0,0.0
2516,4,2026-08-15T19:00:00,267.62,15.23,139.51,9.55,98.24,37.44,30.8,68.1,0,0.0
2517,4,2026-08-15T20:00:00,303.37,14.1,121.93,7.42,128.76,34.83,28.3,69.4,0,0.0
2518,4,2026-08-15T21:00:00,266.02,14.23,136.61,7.57,96.59,35.09,27.7,70.8,0,0.0
2519,4,2026-08-15T22:00:00,306.29,14.89,133.58,7.24,112.55,34.11,28.1,74.5,0,0.0
2520,4,2026-08-15T23:00:00,285.74,19.73,124.47,8.52,126.98,32.29,27.6,72.1,0,0.0
2521,4,2026-08-16T00:00:00,304.09,15.13,125.48,8.54,123.87,37.85,27.9,78.5,0,0.0
2522,4,2026-08-16T01:00:00,316.13,17.03,150.73,7.29,118.24,37.39,28.3,74.7,0,0.0
2523,4,2026-08-16T02:00:00,336.86,14.68,157.92,9.77,124.29,40.18,29.2,85.2,0,0.0
2524,4,2026-08-16T03:00:00,251.6,15.95,154.66,9.1,119.26,37.29,27.9,79.6,0,0.0
2525,4,2026-08-16T04:00:00,326.8,15.67,148.49,10.17,128.4,39.14,31.2,82.1,0,0.0
2526,4,2026-08-16T05:00:00,261.32,17.44,173.57,7.9,120.73,34.06,30.5,82.9,0,0.0
2527,4,2026-08-16T06:00:00,330.67,16.42,198.11,11.88,136.46,45.67,31.1,100.0,1,0.5834
2528,4,2026-08-16T07:00:00,342.59,18.88,171.43,9.15,147.21,39.88,32.0,96.4,0,0.0
2529,4,2026-08-16T08:00:00,368.04,21.26,175.74,9.69,125.55,51.63,32.4,94.7,0,0.0
